,Unweighted_Sample,Weighted_Sample,Q,Nationality,Gender,Rank,Rank (number),Percentage,iso_alpha,country,continent
301,524,511,They have a sense of humour,Egyptian,Men,Ranked second,2,0.16,EGY,Egypt,Africa
302,524,511,They have a sense of humour,Egyptian,Men,Ranked third,3,0.16,EGY,Egypt,Africa
303,524,511,They have a sense of humour,Egyptian,Men,Ranked fourth,4,0.27,EGY,Egypt,Africa
304,524,511,They have a sense of humour,Egyptian,Men,Ranked fifth,5,0.27,EGY,Egypt,Africa
305,524,511,They have a sense of humour,Egyptian,Men,Ranked sixth,6,0.07,EGY,Egypt,Africa
306,524,511,They are intelligent,Egyptian,Men,Ranked first,1,0.15,EGY,Egypt,Africa
307,524,511,They are intelligent,Egyptian,Men,Ranked second,2,0.24,EGY,Egypt,Africa
308,524,511,They are intelligent,Egyptian,Men,Ranked third,3,0.25,EGY,Egypt,Africa
309,524,511,They are intelligent,Egyptian,Men,Ranked fourth,4,0.22,EGY,Egypt,Africa
310,524,511,They are intelligent,Egyptian,Men,Ranked fifth,5,0.11,EGY,Egypt,Africa
311,524,511,They are intelligent,Egyptian,Men,Ranked sixth,6,0.03,EGY,Egypt,Africa
312,524,511,They have a decent amount of money,Egyptian,Men,Ranked first,1,0.01,EGY,Egypt,Africa
313,524,511,They have a decent amount of money,Egyptian,Men,Ranked second,2,0.03,EGY,Egypt,Africa
314,524,511,They have a decent amount of money,Egyptian,Men,Ranked third,3,0.05,EGY,Egypt,Africa
315,524,511,They have a decent amount of money,Egyptian,Men,Ranked fourth,4,0.05,EGY,Egypt,Africa
316,524,511,They have a decent amount of money,Egyptian,Men,Ranked fifth,5,0.13,EGY,Egypt,Africa
317,524,511,They have a decent amount of money,Egyptian,Men,Ranked sixth,6,0.72,EGY,Egypt,Africa
318,524,511,They have similar interests to me,Egyptian,Men,Ranked first,1,0.11,EGY,Egypt,Africa
319,524,511,They have similar interests to me,Egyptian,Men,Ranked second,2,0.14,EGY,Egypt,Africa
320,524,511,They have similar interests to me,Egyptian,Men,Ranked third,3,0.19,EGY,Egypt,Africa
321,524,511,They have similar interests to me,Egyptian,Men,Ranked fourth,4,0.21,EGY,Egypt,Africa
322,524,511,They have similar interests to me,Egyptian,Men,Ranked fifth,5,0.26,EGY,Egypt,Africa
323,524,511,They have similar interests to me,Egyptian,Men,Ranked sixth,6,0.09,EGY,Egypt,Africa
324,478,491,They are good looking,Egyptian,Women,Ranked first,1,0.12,EGY,Egypt,Africa
325,478,491,They are good looking,Egyptian,Women,Ranked second,2,0.09,EGY,Egypt,Africa
326,478,491,They are good looking,Egyptian,Women,Ranked third,3,0.13,EGY,Egypt,Africa
327,478,491,They are good looking,Egyptian,Women,Ranked fourth,4,0.2,EGY,Egypt,Africa
328,478,491,They are good looking,Egyptian,Women,Ranked fifth,5,0.27,EGY,Egypt,Africa
329,478,491,They are good looking,Egyptian,Women,Ranked sixth,6,0.2,EGY,Egypt,Africa
330,478,491,They have a personality I like,Egyptian,Women,Ranked first,1,0.53,EGY,Egypt,Africa
331,478,491,They have a personality I like,Egyptian,Women,Ranked second,2,0.21,EGY,Egypt,Africa
332,478,491,They have a personality I like,Egyptian,Women,Ranked third,3,0.11,EGY,Egypt,Africa
333,478,491,They have a personality I like,Egyptian,Women,Ranked fourth,4,0.07,EGY,Egypt,Africa
334,478,491,They have a personality I like,Egyptian,Women,Ranked fifth,5,0.06,EGY,Egypt,Africa
335,478,491,They have a personality I like,Egyptian,Women,Ranked sixth,6,0.02,EGY,Egypt,Africa
336,478,491,They have a sense of humour,Egyptian,Women,Ranked first,1,0.06,EGY,Egypt,Africa
337,478,491,They have a sense of humour,Egyptian,Women,Ranked second,2,0.17,EGY,Egypt,Africa
338,478,491,They have a sense of humour,Egyptian,Women,Ranked third,3,0.17,EGY,Egypt,Africa
339,478,491,They have a sense of humour,Egyptian,Women,Ranked fourth,4,0.27,EGY,Egypt,Africa
340,478,491,They have a sense of humour,Egyptian,Women,Ranked fifth,5,0.21,EGY,Egypt,Africa
341,478,491,They have a sense of humour,Egyptian,Women,Ranked sixth,6,0.11,EGY,Egypt,Africa
342,478,491,They are intelligent,Egyptian,Women,Ranked first,1,0.13,EGY,Egypt,Africa
343,478,491,They are intelligent,Egyptian,Women,Ranked second,2,0.29,EGY,Egypt,Africa
344,478,491,They are intelligent,Egyptian,Women,Ranked third,3,0.27,EGY,Egypt,Africa
345,478,491,They are intelligent,Egyptian,Women,Ranked fourth,4,0.16,EGY,Egypt,Africa
346,478,491,They are intelligent,Egyptian,Women,Ranked fifth,5,0.1,EGY,Egypt,Africa
347,478,491,They are intelligent,Egyptian,Women,Ranked sixth,6,0.05,EGY,Egypt,Africa
348,478,491,They have a decent amount of money,Egyptian,Women,Ranked first,1,0.01,EGY,Egypt,Africa
349,478,491,They have a decent amount of money,Egyptian,Women,Ranked second,2,0.05,EGY,Egypt,Africa
350,478,491,They have a decent amount of money,Egyptian,Women,Ranked third,3,0.1,EGY,Egypt,Africa
351,478,491,They have a decent amount of money,Egyptian,Women,Ranked fourth,4,0.14,EGY,Egypt,Africa
352,478,491,They have a decent amount of money,Egyptian,Women,Ranked fifth,5,0.22,EGY,Egypt,Africa
353,478,491,They have a decent amount of money,Egyptian,Women,Ranked sixth,6,0.48,EGY,Egypt,Africa
354,478,491,They have similar interests to me,Egyptian,Women,Ranked first,1,0.14,EGY,Egypt,Africa
355,478,491,They have similar interests to me,Egyptian,Women,Ranked second,2,0.19,EGY,Egypt,Africa
356,478,491,They have similar interests to me,Egyptian,Women,Ranked third,3,0.23,EGY,Egypt,Africa
357,478,491,They have similar interests to me,Egyptian,Women,Ranked fourth,4,0.16,EGY,Egypt,Africa
358,478,491,They have similar interests to me,Egyptian,Women,Ranked fifth,5,0.15,EGY,Egypt,Africa
359,478,491,They have similar interests to me,Egyptian,Women,Ranked sixth,6,0.13,EGY,Egypt,Africa
360,479,559,They are good looking,Filipino,Men,Ranked first,1,0.2,PHL,Philippines,Asia
361,479,559,They are good looking,Filipino,Men,Ranked second,2,0.16,PHL,Philippines,Asia
362,479,559,They are good looking,Filipino,Men,Ranked third,3,0.15,PHL,Philippines,Asia
363,479,559,They are good looking,Filipino,Men,Ranked fourth,4,0.17,PHL,Philippines,Asia
364,479,559,They are good looking,Filipino,Men,Ranked fifth,5,0.2,PHL,Philippines,Asia
365,479,559,They are good looking,Filipino,Men,Ranked sixth,6,0.12,PHL,Philippines,Asia
366,479,559,They have a personality I like,Filipino,Men,Ranked first,1,0.39,PHL,Philippines,Asia
367,479,559,They have a personality I like,Filipino,Men,Ranked second,2,0.25,PHL,Philippines,Asia
368,479,559,They have a personality I like,Filipino,Men,Ranked third,3,0.17,PHL,Philippines,Asia
369,479,559,They have a personality I like,Filipino,Men,Ranked fourth,4,0.1,PHL,Philippines,Asia
370,479,559,They have a personality I like,Filipino,Men,Ranked fifth,5,0.06,PHL,Philippines,Asia
371,479,559,They have a personality I like,Filipino,Men,Ranked sixth,6,0.03,PHL,Philippines,Asia
372,479,559,They have a sense of humour,Filipino,Men,Ranked first,1,0.1,PHL,Philippines,Asia
373,479,559,They have a sense of humour,Filipino,Men,Ranked second,2,0.21,PHL,Philippines,Asia
374,479,559,They have a sense of humour,Filipino,Men,Ranked third,3,0.21,PHL,Philippines,Asia
375,479,559,They have a sense of humour,Filipino,Men,Ranked fourth,4,0.22,PHL,Philippines,Asia
376,479,559,They have a sense of humour,Filipino,Men,Ranked fifth,5,0.18,PHL,Philippines,Asia
377,479,559,They have a sense of humour,Filipino,Men,Ranked sixth,6,0.08,PHL,Philippines,Asia
378,479,559,They are intelligent,Filipino,Men,Ranked first,1,0.16,PHL,Philippines,Asia
379,479,559,They are intelligent,Filipino,Men,Ranked second,2,0.2,PHL,Philippines,Asia
380,479,559,They are intelligent,Filipino,Men,Ranked third,3,0.23,PHL,Philippines,Asia
381,479,559,They are intelligent,Filipino,Men,Ranked fourth,4,0.23,PHL,Philippines,Asia
382,479,559,They are intelligent,Filipino,Men,Ranked fifth,5,0.15,PHL,Philippines,Asia
383,479,559,They are intelligent,Filipino,Men,Ranked sixth,6,0.03,PHL,Philippines,Asia
384,479,559,They have a decent amount of money,Filipino,Men,Ranked first,1,0.02,PHL,Philippines,Asia
385,479,559,They have a decent amount of money,Filipino,Men,Ranked second,2,0.03,PHL,Philippines,Asia
386,479,559,They have a decent amount of money,Filipino,Men,Ranked third,3,0.07,PHL,Philippines,Asia
387,479,559,They have a decent amount of money,Filipino,Men,Ranked fourth,4,0.09,PHL,Philippines,Asia
388,479,559,They have a decent amount of money,Filipino,Men,Ranked fifth,5,0.18,PHL,Philippines,Asia
389,479,559,They have a decent amount of money,Filipino,Men,Ranked sixth,6,0.61,PHL,Philippines,Asia
390,479,559,They have similar interests to me,Filipino,Men,Ranked first,1,0.13,PHL,Philippines,Asia
391,479,559,They have similar interests to me,Filipino,Men,Ranked second,2,0.16,PHL,Philippines,Asia
392,479,559,They have similar interests to me,Filipino,Men,Ranked third,3,0.15,PHL,Philippines,Asia
393,479,559,They have similar interests to me,Filipino,Men,Ranked fourth,4,0.19,PHL,Philippines,Asia
394,479,559,They have similar interests to me,Filipino,Men,Ranked fifth,5,0.23,PHL,Philippines,Asia
395,479,559,They have similar interests to me,Filipino,Men,Ranked sixth,6,0.13,PHL,Philippines,Asia
396,618,538,They are good looking,Filipino,Women,Ranked first,1,0.08,PHL,Philippines,Asia
397,618,538,They are good looking,Filipino,Women,Ranked second,2,0.09,PHL,Philippines,Asia
398,618,538,They are good looking,Filipino,Women,Ranked third,3,0.11,PHL,Philippines,Asia
399,618,538,They are good looking,Filipino,Women,Ranked fourth,4,0.13,PHL,Philippines,Asia
400,618,538,They are good looking,Filipino,Women,Ranked fifth,5,0.26,PHL,Philippines,Asia
401,618,538,They are good looking,Filipino,Women,Ranked sixth,6,0.33,PHL,Philippines,Asia
402,618,538,They have a personality I like,Filipino,Women,Ranked first,1,0.41,PHL,Philippines,Asia
403,618,538,They have a personality I like,Filipino,Women,Ranked second,2,0.19,PHL,Philippines,Asia
404,618,538,They have a personality I like,Filipino,Women,Ranked third,3,0.19,PHL,Philippines,Asia
405,618,538,They have a personality I like,Filipino,Women,Ranked fourth,4,0.1,PHL,Philippines,Asia
406,618,538,They have a personality I like,Filipino,Women,Ranked fifth,5,0.07,PHL,Philippines,Asia
407,618,538,They have a personality I like,Filipino,Women,Ranked sixth,6,0.03,PHL,Philippines,Asia
408,618,538,They have a sense of humour,Filipino,Women,Ranked first,1,0.16,PHL,Philippines,Asia
409,618,538,They have a sense of humour,Filipino,Women,Ranked second,2,0.26,PHL,Philippines,Asia
410,618,538,They have a sense of humour,Filipino,Women,Ranked third,3,0.21,PHL,Philippines,Asia
411,618,538,They have a sense of humour,Filipino,Women,Ranked fourth,4,0.16,PHL,Philippines,Asia
412,618,538,They have a sense of humour,Filipino,Women,Ranked fifth,5,0.12,PHL,Philippines,Asia
413,618,538,They have a sense of humour,Filipino,Women,Ranked sixth,6,0.09,PHL,Philippines,Asia
414,618,538,They are intelligent,Filipino,Women,Ranked first,1,0.17,PHL,Philippines,Asia
415,618,538,They are intelligent,Filipino,Women,Ranked second,2,0.17,PHL,Philippines,Asia
416,618,538,They are intelligent,Filipino,Women,Ranked third,3,0.21,PHL,Philippines,Asia
417,618,538,They are intelligent,Filipino,Women,Ranked fourth,4,0.24,PHL,Philippines,Asia
418,618,538,They are intelligent,Filipino,Women,Ranked fifth,5,0.15,PHL,Philippines,Asia
419,618,538,They are intelligent,Filipino,Women,Ranked sixth,6,0.07,PHL,Philippines,Asia
420,618,538,They have a decent amount of money,Filipino,Women,Ranked first,1,0.04,PHL,Philippines,Asia
421,618,538,They have a decent amount of money,Filipino,Women,Ranked second,2,0.09,PHL,Philippines,Asia
422,618,538,They have a decent amount of money,Filipino,Women,Ranked third,3,0.12,PHL,Philippines,Asia
423,618,538,They have a decent amount of money,Filipino,Women,Ranked fourth,4,0.15,PHL,Philippines,Asia
424,618,538,They have a decent amount of money,Filipino,Women,Ranked fifth,5,0.24,PHL,Philippines,Asia
425,618,538,They have a decent amount of money,Filipino,Women,Ranked sixth,6,0.36,PHL,Philippines,Asia
426,618,538,They have similar interests to me,Filipino,Women,Ranked first,1,0.13,PHL,Philippines,Asia
427,618,538,They have similar interests to me,Filipino,Women,Ranked second,2,0.19,PHL,Philippines,Asia
428,618,538,They have similar interests to me,Filipino,Women,Ranked third,3,0.17,PHL,Philippines,Asia
429,618,538,They have similar interests to me,Filipino,Women,Ranked fourth,4,0.21,PHL,Philippines,Asia
430,618,538,They have similar interests to me,Filipino,Women,Ranked fifth,5,0.16,PHL,Philippines,Asia
431,618,538,They have similar interests to me,Filipino,Women,Ranked sixth,6,0.13,PHL,Philippines,Asia
432,502,503,They are good looking,Finnish,Men,Ranked first,1,0.16,FIN,Finland,Europe
433,502,503,They are good looking,Finnish,Men,Ranked second,2,0.12,FIN,Finland,Europe
434,502,503,They are good looking,Finnish,Men,Ranked third,3,0.19,FIN,Finland,Europe
435,502,503,They are good looking,Finnish,Men,Ranked fourth,4,0.19,FIN,Finland,Europe
436,502,503,They are good looking,Finnish,Men,Ranked fifth,5,0.29,FIN,Finland,Europe
437,502,503,They are good looking,Finnish,Men,Ranked sixth,6,0.06,FIN,Finland,Europe
438,502,503,They have a personality I like,Finnish,Men,Ranked first,1,0.55,FIN,Finland,Europe
439,502,503,They have a personality I like,Finnish,Men,Ranked second,2,0.23,FIN,Finland,Europe
440,502,503,They have a personality I like,Finnish,Men,Ranked third,3,0.1,FIN,Finland,Europe
441,502,503,They have a personality I like,Finnish,Men,Ranked fourth,4,0.07,FIN,Finland,Europe
442,502,503,They have a personality I like,Finnish,Men,Ranked fifth,5,0.03,FIN,Finland,Europe
443,502,503,They have a personality I like,Finnish,Men,Ranked sixth,6,0.01,FIN,Finland,Europe
444,502,503,They have a sense of humour,Finnish,Men,Ranked first,1,0.11,FIN,Finland,Europe
445,502,503,They have a sense of humour,Finnish,Men,Ranked second,2,0.31,FIN,Finland,Europe
446,502,503,They have a sense of humour,Finnish,Men,Ranked third,3,0.25,FIN,Finland,Europe
447,502,503,They have a sense of humour,Finnish,Men,Ranked fourth,4,0.2,FIN,Finland,Europe
448,502,503,They have a sense of humour,Finnish,Men,Ranked fifth,5,0.11,FIN,Finland,Europe
449,502,503,They have a sense of humour,Finnish,Men,Ranked sixth,6,0.02,FIN,Finland,Europe
450,502,503,They are intelligent,Finnish,Men,Ranked first,1,0.07,FIN,Finland,Europe
451,502,503,They are intelligent,Finnish,Men,Ranked second,2,0.14,FIN,Finland,Europe
452,502,503,They are intelligent,Finnish,Men,Ranked third,3,0.22,FIN,Finland,Europe
453,502,503,They are intelligent,Finnish,Men,Ranked fourth,4,0.27,FIN,Finland,Europe
454,502,503,They are intelligent,Finnish,Men,Ranked fifth,5,0.25,FIN,Finland,Europe
455,502,503,They are intelligent,Finnish,Men,Ranked sixth,6,0.04,FIN,Finland,Europe
456,502,503,They have a decent amount of money,Finnish,Men,Ranked first,1,0.01,FIN,Finland,Europe
457,502,503,They have a decent amount of money,Finnish,Men,Ranked second,2,0.01,FIN,Finland,Europe
458,502,503,They have a decent amount of money,Finnish,Men,Ranked third,3,0.03,FIN,Finland,Europe
459,502,503,They have a decent amount of money,Finnish,Men,Ranked fourth,4,0.03,FIN,Finland,Europe
460,502,503,They have a decent amount of money,Finnish,Men,Ranked fifth,5,0.12,FIN,Finland,Europe
461,502,503,They have a decent amount of money,Finnish,Men,Ranked sixth,6,0.8,FIN,Finland,Europe
462,502,503,They have similar interests to me,Finnish,Men,Ranked first,1,0.1,FIN,Finland,Europe
463,502,503,They have similar interests to me,Finnish,Men,Ranked second,2,0.19,FIN,Finland,Europe
464,502,503,They have similar interests to me,Finnish,Men,Ranked third,3,0.2,FIN,Finland,Europe
465,502,503,They have similar interests to me,Finnish,Men,Ranked fourth,4,0.24,FIN,Finland,Europe
466,502,503,They have similar interests to me,Finnish,Men,Ranked fifth,5,0.2,FIN,Finland,Europe
467,502,503,They have similar interests to me,Finnish,Men,Ranked sixth,6,0.07,FIN,Finland,Europe
468,503,502,They are good looking,Finnish,Women,Ranked first,1,0.05,FIN,Finland,Europe
469,503,502,They are good looking,Finnish,Women,Ranked second,2,0.05,FIN,Finland,Europe
470,503,502,They are good looking,Finnish,Women,Ranked third,3,0.09,FIN,Finland,Europe
471,503,502,They are good looking,Finnish,Women,Ranked fourth,4,0.16,FIN,Finland,Europe
472,503,502,They are good looking,Finnish,Women,Ranked fifth,5,0.4,FIN,Finland,Europe
473,503,502,They are good looking,Finnish,Women,Ranked sixth,6,0.26,FIN,Finland,Europe
474,503,502,They have a personality I like,Finnish,Women,Ranked first,1,0.59,FIN,Finland,Europe
475,503,502,They have a personality I like,Finnish,Women,Ranked second,2,0.24,FIN,Finland,Europe
476,503,502,They have a personality I like,Finnish,Women,Ranked third,3,0.12,FIN,Finland,Europe
477,503,502,They have a personality I like,Finnish,Women,Ranked fourth,4,0.03,FIN,Finland,Europe
478,503,502,They have a personality I like,Finnish,Women,Ranked fifth,5,0.01,FIN,Finland,Europe
479,503,502,They have a personality I like,Finnish,Women,Ranked sixth,6,0.01,FIN,Finland,Europe
480,503,502,They have a sense of humour,Finnish,Women,Ranked first,1,0.14,FIN,Finland,Europe
481,503,502,They have a sense of humour,Finnish,Women,Ranked second,2,0.32,FIN,Finland,Europe
482,503,502,They have a sense of humour,Finnish,Women,Ranked third,3,0.28,FIN,Finland,Europe
483,503,502,They have a sense of humour,Finnish,Women,Ranked fourth,4,0.18,FIN,Finland,Europe
484,503,502,They have a sense of humour,Finnish,Women,Ranked fifth,5,0.06,FIN,Finland,Europe
485,503,502,They have a sense of humour,Finnish,Women,Ranked sixth,6,0.03,FIN,Finland,Europe
486,503,502,They are intelligent,Finnish,Women,Ranked first,1,0.07,FIN,Finland,Europe
487,503,502,They are intelligent,Finnish,Women,Ranked second,2,0.14,FIN,Finland,Europe
488,503,502,They are intelligent,Finnish,Women,Ranked third,3,0.24,FIN,Finland,Europe
489,503,502,They are intelligent,Finnish,Women,Ranked fourth,4,0.34,FIN,Finland,Europe
490,503,502,They are intelligent,Finnish,Women,Ranked fifth,5,0.17,FIN,Finland,Europe
491,503,502,They are intelligent,Finnish,Women,Ranked sixth,6,0.03,FIN,Finland,Europe
492,503,502,They have a decent amount of money,Finnish,Women,Ranked first,1,0.01,FIN,Finland,Europe
493,503,502,They have a decent amount of money,Finnish,Women,Ranked second,2,0.02,FIN,Finland,Europe
494,503,502,They have a decent amount of money,Finnish,Women,Ranked third,3,0.03,FIN,Finland,Europe
495,503,502,They have a decent amount of money,Finnish,Women,Ranked fourth,4,0.08,FIN,Finland,Europe
496,503,502,They have a decent amount of money,Finnish,Women,Ranked fifth,5,0.24,FIN,Finland,Europe
497,503,502,They have a decent amount of money,Finnish,Women,Ranked sixth,6,0.62,FIN,Finland,Europe
498,503,502,They have similar interests to me,Finnish,Women,Ranked first,1,0.15,FIN,Finland,Europe
499,503,502,They have similar interests to me,Finnish,Women,Ranked second,2,0.23,FIN,Finland,Europe
500,503,502,They have similar interests to me,Finnish,Women,Ranked third,3,0.24,FIN,Finland,Europe
501,503,502,They have similar interests to me,Finnish,Women,Ranked fourth,4,0.21,FIN,Finland,Europe
502,503,502,They have similar interests to me,Finnish,Women,Ranked fifth,5,0.11,FIN,Finland,Europe
503,503,502,They have similar interests to me,Finnish,Women,Ranked sixth,6,0.05,FIN,Finland,Europe
504,447,485,They are good looking,French,Men,Ranked first,1,0.24,FRA,France,Europe
505,447,485,They are good looking,French,Men,Ranked second,2,0.16,FRA,France,Europe
506,447,485,They are good looking,French,Men,Ranked third,3,0.19,FRA,France,Europe
507,447,485,They are good looking,French,Men,Ranked fourth,4,0.17,FRA,France,Europe
508,447,485,They are good looking,French,Men,Ranked fifth,5,0.2,FRA,France,Europe
509,447,485,They are good looking,French,Men,Ranked sixth,6,0.05,FRA,France,Europe
510,447,485,They have a personality I like,French,Men,Ranked first,1,0.39,FRA,France,Europe
511,447,485,They have a personality I like,French,Men,Ranked second,2,0.27,FRA,France,Europe
512,447,485,They have a personality I like,French,Men,Ranked third,3,0.13,FRA,France,Europe
513,447,485,They have a personality I like,French,Men,Ranked fourth,4,0.09,FRA,France,Europe
514,447,485,They have a personality I like,French,Men,Ranked fifth,5,0.07,FRA,France,Europe
515,447,485,They have a personality I like,French,Men,Ranked sixth,6,0.04,FRA,France,Europe
516,447,485,They have a sense of humour,French,Men,Ranked first,1,0.12,FRA,France,Europe
517,447,485,They have a sense of humour,French,Men,Ranked second,2,0.17,FRA,France,Europe
518,447,485,They have a sense of humour,French,Men,Ranked third,3,0.23,FRA,France,Europe
519,447,485,They have a sense of humour,French,Men,Ranked fourth,4,0.25,FRA,France,Europe
520,447,485,They have a sense of humour,French,Men,Ranked fifth,5,0.16,FRA,France,Europe
521,447,485,They have a sense of humour,French,Men,Ranked sixth,6,0.06,FRA,France,Europe
522,447,485,They are intelligent,French,Men,Ranked first,1,0.09,FRA,France,Europe
523,447,485,They are intelligent,French,Men,Ranked second,2,0.19,FRA,France,Europe
524,447,485,They are intelligent,French,Men,Ranked third,3,0.24,FRA,France,Europe
525,447,485,They are intelligent,French,Men,Ranked fourth,4,0.22,FRA,France,Europe
526,447,485,They are intelligent,French,Men,Ranked fifth,5,0.22,FRA,France,Europe
527,447,485,They are intelligent,French,Men,Ranked sixth,6,0.05,FRA,France,Europe
528,447,485,They have a decent amount of money,French,Men,Ranked first,1,0.01,FRA,France,Europe
529,447,485,They have a decent amount of money,French,Men,Ranked second,2,0.03,FRA,France,Europe
530,447,485,They have a decent amount of money,French,Men,Ranked third,3,0.04,FRA,France,Europe
531,447,485,They have a decent amount of money,French,Men,Ranked fourth,4,0.06,FRA,France,Europe
532,447,485,They have a decent amount of money,French,Men,Ranked fifth,5,0.09,FRA,France,Europe
533,447,485,They have a decent amount of money,French,Men,Ranked sixth,6,0.77,FRA,France,Europe
534,447,485,They have similar interests to me,French,Men,Ranked first,1,0.16,FRA,France,Europe
535,447,485,They have similar interests to me,French,Men,Ranked second,2,0.17,FRA,France,Europe
536,447,485,They have similar interests to me,French,Men,Ranked third,3,0.17,FRA,France,Europe
537,447,485,They have similar interests to me,French,Men,Ranked fourth,4,0.21,FRA,France,Europe
538,447,485,They have similar interests to me,French,Men,Ranked fifth,5,0.26,FRA,France,Europe
539,447,485,They have similar interests to me,French,Men,Ranked sixth,6,0.04,FRA,France,Europe
540,568,530,They are good looking,French,Women,Ranked first,1,0.11,FRA,France,Europe
541,568,530,They are good looking,French,Women,Ranked second,2,0.09,FRA,France,Europe
542,568,530,They are good looking,French,Women,Ranked third,3,0.11,FRA,France,Europe
543,568,530,They are good looking,French,Women,Ranked fourth,4,0.17,FRA,France,Europe
544,568,530,They are good looking,French,Women,Ranked fifth,5,0.35,FRA,France,Europe
545,568,530,They are good looking,French,Women,Ranked sixth,6,0.17,FRA,France,Europe
546,568,530,They have a personality I like,French,Women,Ranked first,1,0.42,FRA,France,Europe
547,568,530,They have a personality I like,French,Women,Ranked second,2,0.26,FRA,France,Europe
548,568,530,They have a personality I like,French,Women,Ranked third,3,0.17,FRA,France,Europe
549,568,530,They have a personality I like,French,Women,Ranked fourth,4,0.1,FRA,France,Europe
550,568,530,They have a personality I like,French,Women,Ranked fifth,5,0.04,FRA,France,Europe
551,568,530,They have a personality I like,French,Women,Ranked sixth,6,0.02,FRA,France,Europe
552,568,530,They have a sense of humour,French,Women,Ranked first,1,0.17,FRA,France,Europe
553,568,530,They have a sense of humour,French,Women,Ranked second,2,0.22,FRA,France,Europe
554,568,530,They have a sense of humour,French,Women,Ranked third,3,0.3,FRA,France,Europe
555,568,530,They have a sense of humour,French,Women,Ranked fourth,4,0.17,FRA,France,Europe
556,568,530,They have a sense of humour,French,Women,Ranked fifth,5,0.1,FRA,France,Europe
557,568,530,They have a sense of humour,French,Women,Ranked sixth,6,0.04,FRA,France,Europe
558,568,530,They are intelligent,French,Women,Ranked first,1,0.09,FRA,France,Europe
559,568,530,They are intelligent,French,Women,Ranked second,2,0.18,FRA,France,Europe
560,568,530,They are intelligent,French,Women,Ranked third,3,0.2,FRA,France,Europe
561,568,530,They are intelligent,French,Women,Ranked fourth,4,0.32,FRA,France,Europe
562,568,530,They are intelligent,French,Women,Ranked fifth,5,0.18,FRA,France,Europe
563,568,530,They are intelligent,French,Women,Ranked sixth,6,0.03,FRA,France,Europe
564,568,530,They have a decent amount of money,French,Women,Ranked first,1,0.01,FRA,France,Europe
565,568,530,They have a decent amount of money,French,Women,Ranked second,2,0.01,FRA,France,Europe
566,568,530,They have a decent amount of money,French,Women,Ranked third,3,0.04,FRA,France,Europe
567,568,530,They have a decent amount of money,French,Women,Ranked fourth,4,0.05,FRA,France,Europe
568,568,530,They have a decent amount of money,French,Women,Ranked fifth,5,0.19,FRA,France,Europe
569,568,530,They have a decent amount of money,French,Women,Ranked sixth,6,0.7,FRA,France,Europe
570,568,530,They have similar interests to me,French,Women,Ranked first,1,0.19,FRA,France,Europe
571,568,530,They have similar interests to me,French,Women,Ranked second,2,0.24,FRA,France,Europe
572,568,530,They have similar interests to me,French,Women,Ranked third,3,0.19,FRA,France,Europe
573,568,530,They have similar interests to me,French,Women,Ranked fourth,4,0.19,FRA,France,Europe
574,568,530,They have similar interests to me,French,Women,Ranked fifth,5,0.14,FRA,France,Europe
575,568,530,They have similar interests to me,French,Women,Ranked sixth,6,0.05,FRA,France,Europe
576,972,992,They are good looking,German,Men,Ranked first,1,0.17,DEU,Germany,Europe
577,972,992,They are good looking,German,Men,Ranked second,2,0.17,DEU,Germany,Europe
578,972,992,They are good looking,German,Men,Ranked third,3,0.14,DEU,Germany,Europe
579,972,992,They are good looking,German,Men,Ranked fourth,4,0.16,DEU,Germany,Europe
580,972,992,They are good looking,German,Men,Ranked fifth,5,0.26,DEU,Germany,Europe
581,972,992,They are good looking,German,Men,Ranked sixth,6,0.1,DEU,Germany,Europe
582,972,992,They have a personality I like,German,Men,Ranked first,1,0.51,DEU,Germany,Europe
583,972,992,They have a personality I like,German,Men,Ranked second,2,0.19,DEU,Germany,Europe
584,972,992,They have a personality I like,German,Men,Ranked third,3,0.13,DEU,Germany,Europe
585,972,992,They have a personality I like,German,Men,Ranked fourth,4,0.09,DEU,Germany,Europe
586,972,992,They have a personality I like,German,Men,Ranked fifth,5,0.06,DEU,Germany,Europe
587,972,992,They have a personality I like,German,Men,Ranked sixth,6,0.03,DEU,Germany,Europe
588,972,992,They have a sense of humour,German,Men,Ranked first,1,0.11,DEU,Germany,Europe
589,972,992,They have a sense of humour,German,Men,Ranked second,2,0.25,DEU,Germany,Europe
590,972,992,They have a sense of humour,German,Men,Ranked third,3,0.27,DEU,Germany,Europe
591,972,992,They have a sense of humour,German,Men,Ranked fourth,4,0.2,DEU,Germany,Europe
592,972,992,They have a sense of humour,German,Men,Ranked fifth,5,0.13,DEU,Germany,Europe
593,972,992,They have a sense of humour,German,Men,Ranked sixth,6,0.04,DEU,Germany,Europe
594,972,992,They are intelligent,German,Men,Ranked first,1,0.08,DEU,Germany,Europe
595,972,992,They are intelligent,German,Men,Ranked second,2,0.17,DEU,Germany,Europe
596,972,992,They are intelligent,German,Men,Ranked third,3,0.24,DEU,Germany,Europe
597,972,992,They are intelligent,German,Men,Ranked fourth,4,0.26,DEU,Germany,Europe
598,972,992,They are intelligent,German,Men,Ranked fifth,5,0.2,DEU,Germany,Europe
599,972,992,They are intelligent,German,Men,Ranked sixth,6,0.05,DEU,Germany,Europe
600,972,992,They have a decent amount of money,German,Men,Ranked first,1,0.02,DEU,Germany,Europe
